,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
208,2018-04-27 19:18:22+00:00,A lot,Extremely,Extremely,Extremely,No / not yet,18,Male,Extremely,A lot,Until the end of high school,A lot,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d15bdbe-797d-42f5-8f77-6b8b30bbe0c2,en,pretest
216,2018-04-28 16:30:51+00:00,Slightly,Slightly,Moderately,Not at all,No / not yet,27,Female,Moderately,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82b9d943-4d8c-4d6a-b023-415404a2d5bc,en,pretest
219,2018-04-28 21:14:28+00:00,Extremely,Moderately,Moderately,Extremely,No / not yet,30,Female,Moderately,Extremely,Until bachelor's degree,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e8abe9e-31cc-4bc7-a294-35e65eff8ce3,en,pretest
220,2018-04-29 08:38:17+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,29,Male,Moderately,Slightly,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabd62e9-1143-477b-bb07-f28cbd4e14de,en,pretest
221,2018-04-29 11:55:55+00:00,Moderately,Extremely,Moderately,A lot,No / not yet,15,Male,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,None of these,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium dies,"It produces more and more arabinose after being induced, because it induces itself",,7a82cf53-bd2f-407b-a607-d4e3184327ec,en,pretest
223,2018-04-29 15:16:10+00:00,Moderately,Moderately,A lot,Slightly,No / not yet,22,Male,Extremely,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,c27bf17a-33ab-43a1-b70f-b849ccda2751,en,pretest
224,2018-04-29 15:26:18+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,20,Male,Extremely,Extremely,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a6c4acb-be68-48f9-af7c-74fe3678b039,en,pretest
227,2018-04-30 01:59:49+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,20,Prefer not to say,Not at all,Not at all,Until bachelor's degree,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5429895-7e01-4f35-8c43-db0dd4aaaf28,en,pretest
228,2018-04-30 10:58:48+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,why are you making me answer questions about the game i havent played it yet,a54888f5-4f01-4ada-bdb4-acb690ffea29,en,posttest
230,2018-04-30 14:42:40+00:00,A lot,Extremely,Slightly,Slightly,No / not yet,15,Female,Slightly,Extremely,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,TER,I don't know,CDS,RBS,CDS,I don't know,I don't know,PR,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Nothing,"It produces more and more arabinose after being induced, because it induces itself",,cc232e1b-7a00-43f3-9acb-c7e39c9efb16,en,pretest
236,2018-04-30 21:10:40+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,27,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4df6d3a-f2e6-4566-86d2-41a21d89b6ff,en,pretest
238,2018-05-01 01:46:07+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,20,Other,A lot,A lot,Until bachelor's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89dd36ba-c9e6-4e88-b020-b4ae6af85ba7,en,pretest
239,2018-05-01 05:48:13+00:00,A lot,A lot,Moderately,Moderately,No / not yet,18,Female,Slightly,A lot,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22f64913-9a44-4c32-8f14-c713e7f8fa94,en,pretest
240,2018-05-01 11:28:38+00:00,A lot,A lot,A lot,Moderately,No / not yet,25,Female,A lot,A lot,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e98707a3-8c13-43be-b15a-8d19185aae6c,en,pretest
243,2018-05-01 18:54:06+00:00,Not at all,Not at all,Not at all,Not at all,I just played for the first time,,,,,,,,,Not applicable: not played yet,Gather nanorobots,RNA sequences,Ampicillin,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces arabinose all the time,,8bd09edc-d41b-49db-b28d-70936ede92f4,en,posttest
248,2018-05-02 17:28:11+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,34,Female,Slightly,Extremely,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trying to use game for science education,ee11a259-e6c9-4267-89ed-f7659d18516d,en,pretest
249,2018-05-03 04:08:52+00:00,Slightly,Slightly,Slightly,Slightly,No / not yet,21,Female,Not at all,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d3fb75a-ba77-4fcd-bf5c-79e47831f997,en,pretest
252,2018-05-03 23:30:32+00:00,A lot,A lot,Extremely,Moderately,No / not yet,15,Prefer not to say,A lot,A lot,Until the end of middle school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe062ddc-96c8-43d6-8a8c-792f6d228186,en,pretest
253,2018-05-04 07:52:21+00:00,Extremely,A lot,A lot,Moderately,No / not yet,23,Male,Extremely,Extremely,At least until master's degree,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148832b8-0ab8-43c2-bdcb-8432f4e3f396,en,pretest
254,2018-05-04 08:24:13+00:00,Moderately,Slightly,A lot,A lot,No / not yet,24,Female,A lot,A lot,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eac5d4ab-93ba-44a6-898d-3cb29bf8d889,en,pretest
255,2018-05-04 08:36:37+00:00,A lot,A lot,Moderately,Slightly,No / not yet,22,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d1d0e784-0481-4854-a8e2-029cd57de625,en,pretest
256,2018-05-04 12:16:33+00:00,Extremely,Extremely,A lot,Slightly,No / not yet,21,Male,A lot,Extremely,Until bachelor's degree,A lot,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37529774-c33f-4e0b-ba33-ab8b94e2e9d0,en,pretest
260,2018-05-04 14:24:43+00:00,Slightly,Slightly,Extremely,Extremely,I just played for the first time,,,,,,,,,Not applicable: not played yet,Edit the DNA of the bacterium,Proteins,Terminator,PR,TER,TER,CDS,PR,RBS,PR,CDS,TER,TER,RBS,PR,PR,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates antibiotic resistance,I don't know,It generates antibiotic resistance,It makes it possible to move faster,"Under blue light, all the time",The bacterium dies,"It produces more and more arabinose after being induced, because it induces itself",,68638e14-d6e9-427e-b6a5-d08d70de11b4,en,posttest
261,2018-05-04 18:26:36+00:00,Not at all,Not at all,Not at all,Slightly,No / not yet,26,Female,Slightly,Slightly,Until bachelor's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceb138b6-df57-433f-b082-1dad70955358,en,pretest
262,2018-05-05 12:12:48+00:00,Extremely,Extremely,Moderately,Moderately,No / not yet,20,Female,Slightly,Extremely,Until bachelor's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:) ,66518847-7ec5-40d4-8168-ebe575546c08,en,pretest
268,2018-05-07 07:55:40+00:00,A lot,A lot,A lot,A lot,No / not yet,20,Female,Slightly,Moderately,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab070282-4883-44fa-bb7a-6a807fd0fea9,en,pretest
269,2018-05-07 14:58:43+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,23,Male,Extremely,Extremely,At least until master's degree,A lot,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ba231c0-33dd-4257-bd7f-8c93f2808978,en,pretest
270,2018-05-07 16:01:17+00:00,A lot,A lot,Not at all,Slightly,No / not yet,18,Female,Slightly,A lot,Until the end of high school,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3e4314a-df3b-4c2c-95be-ca8d10f446a0,en,pretest
271,2018-05-07 16:05:04+00:00,Moderately,Slightly,Moderately,A lot,No / not yet,15,Male,Moderately,Moderately,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Nice.
",a2d2df2d-3713-4a33-9af4-705dd2dba325,en,pretest
272,2018-05-07 16:08:17+00:00,Slightly,Slightly,A lot,A lot,No / not yet,16,Male,Extremely,Slightly,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a161a875-f5f9-4014-a46c-3f127aa86506,en,pretest
273,2018-05-07 16:09:49+00:00,Moderately,Moderately,A lot,A lot,No / not yet,15,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,lit,89cf5add-4602-4db5-8c5f-b20a459f5d75,en,pretest
274,2018-05-07 16:11:05+00:00,A lot,A lot,A lot,A lot,No / not yet,16,Male,A lot,A lot,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,c62bf3df-33a6-4a6a-8a15-0bee550bd8b7,en,pretest
275,2018-05-07 16:21:01+00:00,Not at all,Not at all,Extremely,A lot,No / not yet,15,Male,Extremely,Not at all,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,PR,I don't know,CDS,I don't know,Plasmid,None of these,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4abcf042-ee54-40eb-bbbf-b1c097f8fd4c,en,pretest
277,2018-05-08 15:05:34+00:00,Slightly,Slightly,Moderately,Moderately,No / not yet,18,Male,Moderately,Slightly,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fe3a587-decb-41df-afd5-2bec944a9a91,en,pretest
279,2018-05-09 03:32:57+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,19,Female,Slightly,Slightly,Until bachelor's degree,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1de0f0f-ff7f-4666-92c8-206d99984941,en,pretest
282,2018-05-10 18:25:08+00:00,Moderately,Slightly,A lot,Moderately,No / not yet,24,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b30503d-e367-4356-9de5-040f18f798d7,en,pretest
285,2018-05-11 11:37:27+00:00,Extremely,Slightly,Slightly,Slightly,No / not yet,50,Female,Not at all,Extremely,At least until master's degree,Not at all,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1e11ca5-23b8-4b97-af98-0a48316fb628,en,pretest
287,2018-05-11 18:00:23+00:00,Extremely,Extremely,Extremely,Not at all,No / not yet,14,Prefer not to say,Extremely,Extremely,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9ba7da6-daed-451c-a58a-2287f175df26,en,pretest
288,2018-05-11 19:26:09+00:00,A lot,A lot,A lot,Moderately,No / not yet,20,Prefer not to say,Moderately,A lot,At least until master's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcf74354-9ce7-4e82-9900-cf924ac28200,en,pretest
289,2018-05-11 21:32:02+00:00,A lot,Extremely,Slightly,Moderately,No / not yet,19,Male,Slightly,A lot,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138b0fff-f399-45ee-987b-fc417511842f,en,pretest
290,2018-05-12 17:11:22+00:00,Moderately,Moderately,Moderately,Slightly,No / not yet,22,Male,Moderately,Moderately,Until the end of middle school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114a0e58-a5fd-42c1-a344-778114ab01c3,en,pretest
292,2018-05-13 08:16:47+00:00,Extremely,Moderately,Extremely,Slightly,No / not yet,20,Female,Extremely,Extremely,At least until master's degree,Extremely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,CDS,TER,CDS,RBS,CDS,CDS,PR,PR,Plasmid,I don't know,It makes it possible to move faster,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates antibiotic resistance,"In front of the doors, when the GFP device is equipped",Nothing,"It produces more and more arabinose after being induced, because it induces itself",,3068896e-cfac-445e-9ed1-a3a7d9e36a3f,en,pretest
293,2018-05-13 16:55:52+00:00,Extremely,Extremely,Slightly,Moderately,No / not yet,15,Male,Moderately,Moderately,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de719b38-0724-4563-bec1-6721a3c07695,en,pretest
294,2018-05-14 02:22:48+00:00,A lot,A lot,A lot,A lot,No / not yet,32,Male,Moderately,A lot,At least until master's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57d31559-f827-4dfe-b094-c648878b22f1,en,pretest
296,2018-05-14 08:22:43+00:00,Not at all,Not at all,Not at all,Not at all,I just played for the first time,,,,,,,,,Not applicable: not played yet,Gather nanorobots,RNA sequences,Ampicillin,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces arabinose all the time,,cf660ca8-c15b-4981-bfec-3fc17763ca3d,en,posttest
297,2018-05-14 09:13:35+00:00,A lot,A lot,Not at all,Not at all,No / not yet,63,Male,Not at all,A lot,Until bachelor's degree,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc218ed8-4ac1-47bf-8c1e-f85a08fe84bf,en,pretest
299,2018-05-14 12:38:00+00:00,Moderately,Moderately,Extremely,Slightly,No / not yet,23,Male,A lot,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33850319-5e16-4263-80d7-63823440b924,en,pretest
300,2018-05-14 20:18:55+00:00,A lot,Extremely,A lot,Extremely,No / not yet,28,Male,A lot,A lot,Until bachelor's degree,Moderately,"Yes, and I know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,Plasmid,TER,PR,I don't know,TER,CDS,I don't know,CDS,CDS,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It is active only in arabinose clouds,,69668eb0-d961-4a7e-b002-a399d2cbc3c7,en,pretest
302,2018-05-15 08:37:37+00:00,A lot,A lot,A lot,Not at all,No / not yet,99,Other,Extremely,Extremely,At least until master's degree,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4236987e-7869-49ab-9d43-d3012dce62fa,en,pretest
304,2018-05-15 15:45:38+00:00,Extremely,Extremely,Not at all,Moderately,No / not yet,27,Male,Moderately,Extremely,At least until master's degree,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43c13e6d-2c58-4e71-8a86-8179634275e8,en,pretest
306,2018-05-15 16:52:44+00:00,A lot,A lot,Moderately,Slightly,No / not yet,37,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,51957514-70a0-46bd-a1eb-442034949432,en,pretest
307,2018-05-15 18:13:43+00:00,Extremely,Slightly,Extremely,Slightly,No / not yet,16,Prefer not to say,Extremely,Extremely,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0fe6657-fdd9-4548-a072-d0b0f019d5af,en,pretest
