"Timestamp","Aimeriez-vous en savoir plus sur... [La biologie]","Aimeriez-vous en savoir plus sur... [La biologie de synthèse]","Aimeriez-vous en savoir plus sur... [Les jeux vidéo]","Aimeriez-vous en savoir plus sur... [L'ingénierie]","Avez-vous déjà joué à Hero.Coli ?","Quel âge avez-vous ?"," [Quel est votre sexe ?]"," [Vous intéressez-vous aux jeux vidéo ?]"," [Vous intéressez-vous à la biologie ?]"," [Combien de temps avez-vous étudié la biologie ?]"," [Jouez-vous aux jeux vidéo ?]"," [Avant Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ou des BioBriques ?]","Êtes-vous volontaire pour contribuer à notre étude en répondant à 9 questions supplémentaires ? (5 min)"," [Vous êtes-vous amusé en jouant au jeu ?]"," [Pour modifier les capacités de la bactérie il faut...]"," [Que sont les BioBriques et les constructions ?]"," [Trouvez l'antibiotique :]","Les BioBriques : [Le Plasmide est...]","Les BioBriques : [Représente la fin d'une construction...]","Les BioBriques : [Le Promoteur est...]","Les BioBriques : [Représente la capacité fournie...]","Les BioBriques : [Le Terminateur est...]","Les BioBriques : [Code une protéine...]","Les BioBriques : [Le RBS est...]","Les BioBriques : [Peut représenter la GFP...]","Les BioBriques : [La Séquence Codante est...]","Les BioBriques : [Contrôle quand la construction est active...]","Les BioBriques : [Contrôle le niveau d'expression, et donc à quel point la capacité est affectée...]","Les BioBriques : [Permet d'équiper une construction supplémentaire...]","Les BioBriques : [L'Opérateur est...]"," [construction 1]"," [construction 2]"," [construction 3]"," [construction 4]"," [construction 5]"," [construction 6]"," [construction 7]"," [construction 8]"," [Quand la fluorescence verte se produit-elle ?]"," [Que se passe-t-il quand on enlève la construction génétique de déplacement ?]","Dernière question. La page suivante ne contient que les remarques. [Imaginez : vous venez d'assembler une construction fonctionnelle qui contient un promoteur induit à l'arabinose et une séquence codante (CDS) pour l'arabinose. Que se passe-t-il ?]","Vous pouvez ajouter des remarques ici.","⚠ Ne pas modifier"
"2018/04/18 4:41:17 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Je ne sais pas","Arabinose","Aucun de ces éléments","Aucun de ces éléments","2","Aucun de ces éléments","Aucun de ces éléments","Aucun de ces éléments","2","Aucun de ces éléments","Aucun de ces éléments","1","4","3","5","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Devant les portes, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","acdd1849-7872-4f43-b301-8716681e0603"
"2018/04/18 4:45:57 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Énormément","Non / pas encore","17 ","Homme","Moyennement","Beaucoup","Jusqu'au bac","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","02a910eb-180d-4a55-a20d-c2a151d69713"
"2018/04/18 4:46:57 PM GMT+2","Moyennement","Pas du tout","Énormément","Moyennement","Non / pas encore","13","Homme","Beaucoup","Moyennement","Jamais, pas même au collège","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","721cb935-f939-40ae-b56f-01d97ea23604"
"2018/04/18 5:11:47 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Non / pas encore","15","Homme","Un peu","Un peu","Jamais, pas même au collège","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f2b9c865-6307-4fb4-97d4-70b4ccde5f38"
"2018/04/18 5:33:17 PM GMT+2","Beaucoup","Moyennement","Énormément","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","Aucun de ces éléments","4","Aucun de ces éléments","3","3","2","Aucun de ces éléments","Aucun de ces éléments","4","1","2","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Rien","Elle n'est active que dans les nuages d'arabinose.","","f5d5aba7-faf3-4c7b-a324-508931a37649"
"2018/04/18 5:41:06 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Non / pas encore","14","Homme","Moyennement","Moyennement","Jusqu'au brevet","Moyennement","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","93c8b989-b8b1-4b78-ac56-ec066775aceb"
"2018/04/18 5:42:18 PM GMT+2","Beaucoup","Moyennement","Moyennement","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ARN","Arabinose","5","1","1","1","4","Je ne sais pas","Aucun de ces éléments","4","Je ne sais pas","4","Aucun de ces éléments","2","Aucun de ces éléments","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","f2b9c865-6307-4fb4-97d4-70b4ccde5f38"
"2018/04/18 5:45:08 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","Aucun de ces éléments","Je ne sais pas","3","Aucun de ces éléments","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Elle permet de résister aux antibiotiques","Sous lumière bleue, quand la construction GFP est équipée","Rien","Je ne sais pas","","96470842-aa9a-4802-9e23-38060a1980b4"
"2018/04/18 6:15:13 PM GMT+2","Moyennement","Moyennement","Moyennement","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","Aucun de ces éléments","1","3","Aucun de ces éléments","Aucun de ces éléments","Aucun de ces éléments","3","3","Aucun de ces éléments","3","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Rien","Elle produit de l'arabinose tout le temps.","","02a910eb-180d-4a55-a20d-c2a151d69713"
"2018/04/18 6:23:57 PM GMT+2","Un peu","Pas du tout","Un peu","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Je ne sais pas","GFP","Aucun de ces éléments","5","Je ne sais pas","2","1","Je ne sais pas","Je ne sais pas","3","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Je ne sais pas","","530d0a7d-b289-44d2-b5e3-e8aea2953212"
"2018/04/18 6:49:59 PM GMT+2","Énormément","Énormément","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","1","Aucun de ces éléments","3","1","2","3","3","Aucun de ces éléments","Je ne sais pas","4","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","La bactérie meurt","Je ne sais pas","","93c8b989-b8b1-4b78-ac56-ec066775aceb"
"2018/04/18 8:40:07 PM GMT+2","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Non / pas encore","20","Homme","Beaucoup","Pas du tout","Jusqu'au bac","Moyennement","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0c2098cb-5800-4666-a0e8-86b84318a70a"
"2018/04/18 10:41:44 PM GMT+2","Moyennement","Un peu","Beaucoup","Un peu","J'y ai joué il y a un moment","17","Homme","Beaucoup","Moyennement","Jusqu'au bac","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e3b15391-5be9-4e5c-9252-5f1d558c118b"
"2018/04/19 10:09:30 AM GMT+2","Un peu","Un peu","Un peu","Un peu","Non / pas encore","13","Homme","Un peu","Un peu","Jamais, pas même au collège","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93e24f77-5223-4730-8e13-9a338911eecd"
"2018/04/19 10:19:02 AM GMT+2","Énormément","Énormément","Beaucoup","Beaucoup","J'y ai joué récemment sur un autre ordinateur","24","Femme","Moyennement","Énormément","Jusqu'à la license","Moyennement","Oui, et je sais ce que c'est","Oui","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","3","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","795f59fe-0534-420d-b9af-90af44109e50"
"2018/04/19 10:20:30 AM GMT+2","Énormément","Énormément","Beaucoup","Énormément","J'y ai joué récemment sur un autre ordinateur","24","Femme","Énormément","Énormément","Jusqu'à la license","Moyennement","Oui, et je sais ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","de1b0d9a-323d-4719-b60a-7371bef941de"
"2018/04/19 11:15:48 AM GMT+2","Énormément","Énormément","Moyennement","Beaucoup","Non / pas encore","17","Femme","Moyennement","Beaucoup","Jusqu'au bac","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","878630d0-0269-4dee-94be-d3fa10c0062b"
"2018/04/19 11:47:14 AM GMT+2","Énormément","Énormément","Moyennement","Beaucoup","Non / pas encore","17","Femme","Un peu","Beaucoup","Jusqu'au bac","Un peu","Non","Oui","Moyennement","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","3","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","878630d0-0269-4dee-94be-d3fa10c0062b"
"2018/04/20 12:28:03 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Beaucoup","Non / pas encore","14","Homme","Moyennement","Moyennement","Jamais, pas même au collège","Beaucoup","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ed3ed941-897a-4d56-b925-0681281c4e1c"
"2018/04/20 1:05:38 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Beaucoup","Non / pas encore","28","Homme","Énormément","Moyennement","Jusqu'au brevet","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","9e320169-d927-4e03-a1e4-78b1175e5833"
"2018/04/20 1:29:31 PM GMT+2","Beaucoup","Moyennement","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","5","Aucun de ces éléments","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte","Elle permet de résister aux antibiotiques","Je ne sais pas","La bactérie meurt","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","8e8d41b2-1daf-4134-b665-068c3ced47cb"
"2018/04/20 1:35:29 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","1","Je ne sais pas","4","1","3","4","3","Aucun de ces éléments","Aucun de ces éléments","Aucun de ces éléments","5","Aucun de ces éléments","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de résister aux antibiotiques","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Devant les portes, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","ed3ed941-897a-4d56-b925-0681281c4e1c"
"2018/04/20 1:41:23 PM GMT+2","Beaucoup","Moyennement","Énormément","Énormément","Non / pas encore","21","Homme","Énormément","Beaucoup","Jusqu'au bac","Énormément","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","51e2b96c-3258-49d6-b188-76b1588578d9"
"2018/04/20 2:22:37 PM GMT+2","Beaucoup","Moyennement","Énormément","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Aucun de ces éléments","Aucun de ces éléments","Aucun de ces éléments","2","1","Aucun de ces éléments","3","2","Aucun de ces éléments","1","4","5","Aucun de ces éléments","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas",":)","51e2b96c-3258-49d6-b188-76b1588578d9"
"2018/04/20 2:36:44 PM GMT+2","Moyennement","Moyennement","Un peu","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","4b19e51b-c81f-4cbb-af72-0dced3bbb52b"
"2018/04/20 2:38:50 PM GMT+2","Beaucoup","Moyennement","Beaucoup","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","2","4","3","1","Je ne sais pas","Je ne sais pas","5","2","3","5","1","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte en présence d'inducteur arabinose","Devant les portes, quand la construction GFP est équipée","Rien","Elle n'est active que dans les nuages d'arabinose.","","8e8d41b2-1daf-4134-b665-068c3ced47cb"
"2018/04/20 2:58:41 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Non / pas encore","32","Homme","Pas du tout","Un peu","Jusqu'au bac","Pas du tout","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20ca776c-0169-4b76-92cf-e87120f084a9"
"2018/04/20 3:03:02 PM GMT+2","Beaucoup","Un peu","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","2","Je ne sais pas","Aucun de ces éléments","4","3","1","Je ne sais pas","Je ne sais pas","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Rien","Elle ne produit rien puisqu'elle s'induit elle-même","","9e320169-d927-4e03-a1e4-78b1175e5833"
"2018/04/20 3:13:57 PM GMT+2","Moyennement","Moyennement","Un peu","Moyennement","Non / pas encore","21","Femme","Énormément","Un peu","Jusqu'au brevet","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","5dd359a7-76b4-4458-9e6a-6a373b14eaac"
"2018/04/20 3:47:13 PM GMT+2","Moyennement","Moyennement","Énormément","Beaucoup","Non / pas encore","16","Homme","Énormément","Moyennement","Jusqu'au brevet","Énormément","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit de l'arabinose tout le temps.","","ccbfb274-bf92-4d4e-bfe8-eb1626713253"
"2018/04/20 4:10:00 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Non / pas encore","21","Femme","Un peu","Pas du tout","Jusqu'au brevet","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Aucun de ces éléments","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","5a0be539-f281-451c-b7f2-a63de0594947"
"2018/04/20 4:26:09 PM GMT+2","Moyennement","Moyennement","Un peu","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","2","4","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","3","Je ne sais pas","2","4","5","3","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","5dd359a7-76b4-4458-9e6a-6a373b14eaac"
"2018/04/20 4:46:40 PM GMT+2","Beaucoup","Beaucoup","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Je ne sais pas","Arabinose","3","1","3","2","2","1","Je ne sais pas","3","Je ne sais pas","4","2","2","Aucun de ces éléments","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Elle permet de résister aux antibiotiques","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Devant les portes, tout le temps","La bactérie meurt","Elle produit de l'arabinose tout le temps.","J'ai pas trop compris comment sortir, mais le jeux et quand même bien fait et j'ai bien aimer","ccbfb274-bf92-4d4e-bfe8-eb1626713253"
"2018/04/20 4:50:16 PM GMT+2","Moyennement","Moyennement","Énormément","Beaucoup","Non / pas encore","24","Femme","Beaucoup","Un peu","Jusqu'au bac","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","ad38561f-5b3a-4468-b76e-e7d6f7b4223b"
"2018/04/20 4:50:33 PM GMT+2","Moyennement","Un peu","Énormément","Beaucoup","Non / pas encore","20","Homme","Énormément","Pas du tout","Jusqu'au brevet","Énormément","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","fa4a42a7-9752-4fe1-850a-f7486ab28b0d"
"2018/04/20 4:50:43 PM GMT+2","Un peu","Pas du tout","Beaucoup","Pas du tout","Non / pas encore","17","Femme","Beaucoup","Un peu","Jusqu'au brevet","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43620331-f715-42be-b915-1eaa0b3e2b08"
"2018/04/20 5:10:04 PM GMT+2","Un peu","Pas du tout","Énormément","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ADN","GFP","Aucun de ces éléments","4","1","Aucun de ces éléments","4","1","Aucun de ces éléments","3","Aucun de ces éléments","1","Aucun de ces éléments","4","2","Elle permet de se déplacer plus vite","Je ne sais pas","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","fa4a42a7-9752-4fe1-850a-f7486ab28b0d"
