,Timestamp,Are you interested in learning more about...Biology,Are you interested in learning more about...Synthetic biology,Are you interested in learning more about...Video games,Are you interested in learning more about...Engineering,Have you ever played Hero.Coli?,How old are you?,What is your gender?,Are you interested in video games?,Are you interested in biology?,How long have you studied biology?,Do you play video games?,"Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?",Do you volunteer to contribute to our study by answering 9 more questions? (5 min),Did you enjoy playing the game?,"In order to modify the abilities of the bacterium, you have to...",What are BioBricks and devices?,Find the antibiotic:,Plasmid is...,Represents the end of a device... TER,Promoter is...,Represents the ability given... CDS,Terminator is...,Codes a protein... CDS,RBS is...,Can represent GFP... CDS,Coding Sequence is...,Controls when the device is active... PR,"Controls the level of expression, and thus how much the ability will be affected... RBS",Makes it possible to equip an additional device. PLASMID,Operator is... XXX,What does this device do? RBS:PCONS:FLHDC:TER XXX,What does this device do? PCONS:RBS:FLHDC:TER,What does this device do? PBAD:RBS:GFP:TER,What does this device do? PBAD:GFP:TBS:TER XXX,What does this device do? GFP:RBS:PCONS:TER XXX,What does this device do? PCONS:GFP:RBS:TER XXX,What does this device do? AMPR:RBS:PCONS:TER XXX,What does this device do? RBS:PCONS:AMPR:TER XXX,When does green fluorescence happen?,What happens when you unequip the movement device?,Last question. Next page only contains remarks.Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?,You can write down remarks here.,userId,Language,Temporality
244,2018-04-11 12:40:17+00:00,A lot,Moderately,Extremely,A lot,No / not yet,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,undefined
245,2018-04-11 13:01:41+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,12,Female,Moderately,Moderately,Not even in middle school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[12 ans, problème technique]",29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa,fr,undefined
246,2018-04-11 13:16:32+00:00,A lot,Moderately,A lot,Moderately,I just played for the first time,,,,,,,,,A lot,Gather nanobots,DNA sequences,Ampicillin,I don't know,1,2,I don't know,1,I don't know,I don't know,I don't know,I don't know,1,I don't know,4,I don't know,I don't know,I don't know,It generates antibiotic resistance,It makes it possible to move faster,I don't know,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,2962cada-f998-4cb6-bb25-e8ff2f486dd0,fr,undefined
247,2018-04-11 13:22:06+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,14,Male,Extremely,Extremely,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa,fr,undefined
248,2018-04-11 13:28:53+00:00,Slightly,Slightly,Moderately,Slightly,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,DNA sequences,Terminator,3,1,2,4,2,5,I don't know,I don't know,I don't know,1,4,5,2,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",Flagella quickly disappear one by one,I don't know,,4d1c03d1-151b-4c4f-b9a5-8dcbd4939b1c,fr,undefined
249,2018-04-11 13:32:36+00:00,A lot,Slightly,A lot,A lot,No / not yet,23,Male,Extremely,Slightly,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,undefined
250,2018-04-11 13:42:53+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,5,1,3,3,1,None of these,4,I don't know,I don't know,2,4,5,2,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,undefined
251,2018-04-11 13:55:56+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,1,I don't know,2,1,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,It makes it possible to move faster,The bricks are not well-ordered,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",Flagella quickly disappear one by one,It is active only in arabinose clouds,instructif,29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa,fr,undefined
252,2018-04-11 13:58:30+00:00,Moderately,Not at all,Extremely,Extremely,No / not yet,15,Female,Extremely,Not at all,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006900c-37d2-44dd-a8e6-674f6fd1cae3,fr,undefined
253,2018-04-11 14:16:35+00:00,Not at all,Not at all,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,29b739fc-4f9f-4f5e-bfee-8ba12de4b7fa,fr,undefined
254,2018-04-11 14:19:32+00:00,Moderately,Not at all,A lot,Extremely,No / not yet,16,Female,Moderately,Not at all,Until the end of middle school,Moderately,No,Yes,A lot,Divide the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,6850e851-d998-4d79-955d-451a7c495884,fr,undefined
255,2018-04-11 14:23:53+00:00,A lot,A lot,Moderately,Moderately,No / not yet,15,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,A bit,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,1,2,I don't know,1,4,3,I don't know,2,I don't know,None of these,I don't know,3,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,8e132b9d-c665-443c-8b14-e79e1583a8af,fr,undefined
256,2018-04-11 14:49:25+00:00,Extremely,A lot,A lot,Extremely,No / not yet,25,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,undefined
257,2018-04-11 14:53:31+00:00,Extremely,A lot,Extremely,A lot,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,5,None of these,1,3,None of these,5,3,3,1,I don't know,4,1,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,undefined
258,2018-04-11 14:59:27+00:00,A lot,A lot,Extremely,Extremely,No / not yet,15,Female,Extremely,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,"Je ne connais vraiment pas grand chose à la biologie de synthèse, du coup, j'ai répondu a de nombreuses reprise ""Je ne sais pas"".",c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,undefined
259,2018-04-11 15:11:18+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,2,I don't know,I don't know,1,I don't know,I don't know,3,5,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Nothing,I don't know,,c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,undefined
260,2018-04-11 15:11:20+00:00,A lot,A lot,Extremely,Extremely,No / not yet,27,Male,Extremely,Moderately,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,place au test ,64a5e3a5-f202-4327-a074-5d38cd97709f,fr,undefined
261,2018-04-11 15:15:44+00:00,A lot,Moderately,A lot,Moderately,No / not yet,23,Female,Moderately,Moderately,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,I don't know,3,4,4,4,None of these,I don't know,2,1,2,I don't know,I don't know,5,I don't know,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,c6c89a3f-5bc6-40b6-8af2-6840940d8c60,fr,undefined
262,2018-04-11 15:21:02+00:00,Slightly,Slightly,Extremely,Moderately,No / not yet,13,Female,Extremely,Not at all,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f1006f9-c8fc-4ac1-a6a7-1c6dd8a38e2a,fr,undefined
263,2018-04-11 15:28:24+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,5,1,2,3,1,None of these,4,3,None of these,2,4,5,3,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,undefined
264,2018-04-11 15:29:45+00:00,Moderately,Slightly,A lot,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,I don't know,1,I don't know,I don't know,1,I don't know,2,I don't know,3,4,I don't know,5,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,,4d1c03d1-151b-4c4f-b9a5-8dcbd4939b1c,fr,undefined
265,2018-04-11 15:42:57+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Extremely,Edit the DNA of the bacterium,Proteins,Ampicillin,None of these,1,1,3,1,2,2,I don't know,None of these,None of these,4,5,1,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,"très bon jeu, a force de tester diverses combinaisons, ont comprend +/- le fonctionnement génétique de la cellule, qui doit s'adapter pour se mouvoir et survivre. Les ""speedrunners"" verraient un bon challenge dans ce jeu (du au chrono de fin de partie).
Et j'aimerais qu'un max de gens puissent tester le jeu.

Bonne continuation!",64a5e3a5-f202-4327-a074-5d38cd97709f,fr,undefined
266,2018-04-11 15:55:20+00:00,Moderately,Slightly,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,19a1c988-0e3d-4523-a394-cad4ac268497,fr,undefined
267,2018-04-11 15:58:16+00:00,Slightly,Slightly,Slightly,Moderately,No / not yet,46,Male,Slightly,Not at all,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,bb205339-0005-4db5-b7e9-7c4e9200b377,fr,undefined
268,2018-04-11 16:37:33+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7e0f7c8d-b98b-42e9-99bf-b6845e9eaf5a,fr,undefined
269,2018-04-11 16:38:23+00:00,Slightly,Slightly,Slightly,Slightly,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,RNA sequences,Arabinose,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,4,I don't know,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,bb205339-0005-4db5-b7e9-7c4e9200b377,fr,undefined
270,2018-04-11 16:42:08+00:00,A lot,A lot,Extremely,A lot,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,1,2,3,1,I don't know,I don't know,I don't know,I don't know,I don't know,4,5,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,19a1c988-0e3d-4523-a394-cad4ac268497,fr,undefined
271,2018-04-11 17:53:32+00:00,A lot,A lot,A lot,Moderately,No / not yet,41,Male,Extremely,A lot,Until bachelor's degree,A lot,No,Yes,Not applicable: not played yet,Move the bacterium,DNA sequences,I don't know,I don't know,3,I don't know,4,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,"C'est quand même compliqué et pas très intéressant de répondre au questionnaire avant de jouer. Je comprends qu'un comparatif avant/après peut être fait, mais ça nous met devant le fait qu'on connait rien au sujet ^^'",7b41c003-8af7-46a3-93fe-cad2ddb595e2,fr,undefined
